id,source,source_id,image_path,image_url,artist,style,genre,emotion,description,composition,color_harmony,contrast,lighting,perspective,critique_notes,split
ACD_000233,wikiart,Symbolism/felicien-rops_order-reigns-in-warsaw.jpg,data/processed/wikiart_subset/images/ACD_000233.jpg,,Felicien Rops,Symbolism,Symbolism,,order reigns in warsaw,,,,,,,train
ACD_000234,wikiart,Abstract_Expressionism/perle-fine_pale-gold-grey-1950.jpg,data/processed/wikiart_subset/images/ACD_000234.jpg,,Perle Fine,Abstract Expressionism,Abstract Expressionism,,pale gold grey 1950,,,,,,,train
ACD_000235,wikiart,Post_Impressionism/paul-cezanne_l-estaque-view-through-the-pines-1883.jpg,data/processed/wikiart_subset/images/ACD_000235.jpg,,Paul Cezanne,Post Impressionism,Post Impressionism,,l estaque view through the pines 1883,,,,,,,train
ACD_000236,wikiart,Pop_Art/richard-artschwager_seated-group-1962.jpg,data/processed/wikiart_subset/images/ACD_000236.jpg,,Richard Artschwager,Pop Art,Pop Art,,seated group 1962,,,,,,,train
ACD_000237,wikiart,Pointillism/georges-seurat_woman-fishing-and-seated-figures-1884.jpg,data/processed/wikiart_subset/images/ACD_000237.jpg,,Georges Seurat,Pointillism,Pointillism,,woman fishing and seated figures 1884,,,,,,,train
ACD_000238,wikiart,Early_Renaissance/andrea-mantegna_prayer-in-the-garden-1459.jpg,data/processed/wikiart_subset/images/ACD_000238.jpg,,Andrea Mantegna,Early Renaissance,Early Renaissance,,prayer in the garden 1459,,,,,,,train
ACD_000239,wikiart,Early_Renaissance/paolo-uccello_scenes-of-monastic-life-2.jpg,data/processed/wikiart_subset/images/ACD_000239.jpg,,Paolo Uccello,Early Renaissance,Early Renaissance,,scenes of monastic life 2,,,,,,,train
ACD_000240,wikiart,Expressionism/egon-schiele_standing-female-nude-in-a-blue-robe-1913.jpg,data/processed/wikiart_subset/images/ACD_000240.jpg,,Egon Schiele,Expressionism,Expressionism,,standing female nude in a blue robe 1913,,,,,,,train
ACD_000241,wikiart,Realism/vincent-van-gogh_snowy-yard-1883.jpg,data/processed/wikiart_subset/images/ACD_000241.jpg,,Vincent Van Gogh,Realism,Realism,,snowy yard 1883,,,,,,,train
ACD_000242,wikiart,Fauvism/ion-pacea_marina-with-red-sun.jpg,data/processed/wikiart_subset/images/ACD_000242.jpg,,Ion Pacea,Fauvism,Fauvism; Expressionism,,marina with red sun,,,,,,,train
ACD_000243,wikiart,Symbolism/william-blake_illustration-to-milton-s-paradise-lost-1807-4.jpg,data/processed/wikiart_subset/images/ACD_000243.jpg,,William Blake,Symbolism,Symbolism,,illustration to milton s paradise lost 1807 4,,,,,,,train
ACD_000244,wikiart,Abstract_Expressionism/frank-stella_brazilian-merganser.jpg,data/processed/wikiart_subset/images/ACD_000244.jpg,,Frank Stella,Abstract Expressionism,Abstract Expressionism,,brazilian merganser,,,,,,,train
ACD_000245,wikiart,Realism/edgar-degas_portrait-of-a-woman-1.jpg,data/processed/wikiart_subset/images/ACD_000245.jpg,,Edgar Degas,Realism,Realism,,portrait of a woman 1,,,,,,,train
ACD_000246,wikiart,Color_Field_Painting/sam-francis_untitled-1964.jpg,data/processed/wikiart_subset/images/ACD_000246.jpg,,Sam Francis,Color Field Painting,Color Field Painting,,untitled 1964,,,,,,,train
ACD_000247,wikiart,Baroque/jacob-isaakszoon-van-ruisdael_sunrise-in-a-wood.jpg,data/processed/wikiart_subset/images/ACD_000247.jpg,,Jacob Isaakszoon Van Ruisdael,Baroque,Baroque,,sunrise in a wood,,,,,,,train
ACD_000248,wikiart,Analytical_Cubism/georges-braque_fruitdish-and-glass-1912.jpg,data/processed/wikiart_subset/images/ACD_000248.jpg,,Georges Braque,Analytical Cubism,Analytical Cubism,,fruitdish and glass 1912,,,,,,,train
ACD_000249,wikiart,Northern_Renaissance/lucas-cranach-the-elder_venus-and-cupid-1534.jpg,data/processed/wikiart_subset/images/ACD_000249.jpg,,Lucas Cranach The Elder,Northern Renaissance,Northern Renaissance,,venus and cupid 1534,,,,,,,train
ACD_000250,wikiart,Expressionism/william-h.-johnson_still-life-1926.jpg,data/processed/wikiart_subset/images/ACD_000250.jpg,,William H. Johnson,Expressionism,Expressionism,,still life 1926,,,,,,,train
ACD_000251,wikiart,Ukiyo_e/ito-shinsui_morning-at-kambayashi-1948.jpg,data/processed/wikiart_subset/images/ACD_000251.jpg,,Ito Shinsui,Ukiyo E,Ukiyo e,,morning at kambayashi 1948,,,,,,,train
ACD_000252,wikiart,New_Realism/john-french-sloan_six-o-clock-winter-1912.jpg,data/processed/wikiart_subset/images/ACD_000252.jpg,,John French Sloan,New Realism,New Realism,,six o clock winter 1912,,,,,,,train
ACD_000253,wikiart,Ukiyo_e/utagawa-kuniyoshi_wrestling.jpg,data/processed/wikiart_subset/images/ACD_000253.jpg,,Utagawa Kuniyoshi,Ukiyo E,Ukiyo e,,wrestling,,,,,,,train
ACD_000254,wikiart,High_Renaissance/raphael_madonna-della-tenda.jpg,data/processed/wikiart_subset/images/ACD_000254.jpg,,Raphael,High Renaissance,High Renaissance,,madonna della tenda,,,,,,,train
ACD_000255,wikiart,New_Realism/george-luks_portrait-of-a-young-girl-antoinette-kraushaar.jpg,data/processed/wikiart_subset/images/ACD_000255.jpg,,George Luks,New Realism,New Realism,,portrait of a young girl antoinette kraushaar,,,,,,,train
ACD_000256,wikiart,Romanticism/john-constable_malvern-hall.jpg,data/processed/wikiart_subset/images/ACD_000256.jpg,,John Constable,Romanticism,Romanticism,,malvern hall,,,,,,,train
ACD_000257,wikiart,Early_Renaissance/benozzo-gozzoli_tabernacle-of-the-madonna-delle-tosse-maria-lactans-detail.jpg,data/processed/wikiart_subset/images/ACD_000257.jpg,,Benozzo Gozzoli,Early Renaissance,Early Renaissance,,tabernacle of the madonna delle tosse maria lactans detail,,,,,,,train
ACD_000258,wikiart,Realism/camille-corot_path-towards-a-house-in-the-countryside.jpg,data/processed/wikiart_subset/images/ACD_000258.jpg,,Camille Corot,Realism,Realism,,path towards a house in the countryside,,,,,,,train
ACD_000259,wikiart,Early_Renaissance/fra-angelico_visitation-1434.jpg,data/processed/wikiart_subset/images/ACD_000259.jpg,,Fra Angelico,Early Renaissance,Early Renaissance,,visitation 1434,,,,,,,train
ACD_000260,wikiart,Symbolism/martiros-saryan_landscape-shirak-1962.jpg,data/processed/wikiart_subset/images/ACD_000260.jpg,,Martiros Saryan,Symbolism,Symbolism,,landscape shirak 1962,,,,,,,train
ACD_000261,wikiart,Naive_Art_Primitivism/mary-fedden_by-the-sea-1990.jpg,data/processed/wikiart_subset/images/ACD_000261.jpg,,Mary Fedden,Naive Art Primitivism,Naive Art Primitivism,,by the sea 1990,,,,,,,train
ACD_000262,wikiart,Contemporary_Realism/gilles-aillaud_mar-e-basse-courants-ii-1986.jpg,data/processed/wikiart_subset/images/ACD_000262.jpg,,Gilles Aillaud,Contemporary Realism,Contemporary Realism,,mar e basse courants ii 1986,,,,,,,train
ACD_000263,wikiart,Post_Impressionism/maurice-prendergast_still-life-apples-vase-1915.jpg,data/processed/wikiart_subset/images/ACD_000263.jpg,,Maurice Prendergast,Post Impressionism,Post Impressionism,,still life apples vase 1915,,,,,,,train
ACD_000264,wikiart,Color_Field_Painting/blinky-palermo_untitled-1968.jpg,data/processed/wikiart_subset/images/ACD_000264.jpg,,Blinky Palermo,Color Field Painting,Color Field Painting,,untitled 1968,,,,,,,train
ACD_000265,wikiart,Cubism/vicente-manansala_machinery.jpg,data/processed/wikiart_subset/images/ACD_000265.jpg,,Vicente Manansala,Cubism,Cubism,,machinery,,,,,,,train
ACD_000266,wikiart,Mannerism_Late_Renaissance/el-greco_st-john-the-evangelist-and-st-francis.jpg,data/processed/wikiart_subset/images/ACD_000266.jpg,,El Greco,Mannerism Late Renaissance,Mannerism Late Renaissance,,st john the evangelist and st francis,,,,,,,train
ACD_000267,wikiart,Symbolism/mstislav-dobuzhinsky_province-voronezh-1912.jpg,data/processed/wikiart_subset/images/ACD_000267.jpg,,Mstislav Dobuzhinsky,Symbolism,Symbolism,,province voronezh 1912,,,,,,,train
ACD_000268,wikiart,Color_Field_Painting/morris-louis_delta-kappa-1960.jpg,data/processed/wikiart_subset/images/ACD_000268.jpg,,Morris Louis,Color Field Painting,Color Field Painting,,delta kappa 1960,,,,,,,train
ACD_000269,wikiart,Rococo/thomas-gainsborough_the-cottage-door.jpg,data/processed/wikiart_subset/images/ACD_000269.jpg,,Thomas Gainsborough,Rococo,Rococo,,the cottage door,,,,,,,train
ACD_000270,wikiart,Contemporary_Realism/eric-fischl_krefeld-project-bedroom-scene-1.jpg,data/processed/wikiart_subset/images/ACD_000270.jpg,,Eric Fischl,Contemporary Realism,Contemporary Realism,,krefeld project bedroom scene 1,,,,,,,train
ACD_000271,wikiart,Fauvism/louis-valtat_italian-landscape-1902.jpg,data/processed/wikiart_subset/images/ACD_000271.jpg,,Louis Valtat,Fauvism,Fauvism,,italian landscape 1902,,,,,,,train
ACD_000272,wikiart,High_Renaissance/giovanni-bellini_the-feast-of-the-gods-1514.jpg,data/processed/wikiart_subset/images/ACD_000272.jpg,,Giovanni Bellini,High Renaissance,High Renaissance,,the feast of the gods 1514,,,,,,,train
ACD_000273,wikiart,Mannerism_Late_Renaissance/jacopo-pontormo_madonna-angels-and-saints-1518.jpg,data/processed/wikiart_subset/images/ACD_000273.jpg,,Jacopo Pontormo,Mannerism Late Renaissance,Mannerism Late Renaissance,,madonna angels and saints 1518,,,,,,,train
ACD_000274,wikiart,New_Realism/george-luks_hobo-musician.jpg,data/processed/wikiart_subset/images/ACD_000274.jpg,,George Luks,New Realism,New Realism,,hobo musician,,,,,,,train
ACD_000275,wikiart,New_Realism/john-french-sloan_election-night-1907.jpg,data/processed/wikiart_subset/images/ACD_000275.jpg,,John French Sloan,New Realism,New Realism,,election night 1907,,,,,,,train
ACD_000276,wikiart,Pop_Art/allen-jones_cut-a-way-1976.jpg,data/processed/wikiart_subset/images/ACD_000276.jpg,,Allen Jones,Pop Art,Pop Art,,cut a way 1976,,,,,,,train
ACD_000277,wikiart,Realism/vincent-van-gogh_scheveningen-woman-knitting-1881.jpg,data/processed/wikiart_subset/images/ACD_000277.jpg,,Vincent Van Gogh,Realism,Realism,,scheveningen woman knitting 1881,,,,,,,train
ACD_000278,wikiart,Realism/vincent-van-gogh_churchyard-in-the-rain-1883(1).jpg,data/processed/wikiart_subset/images/ACD_000278.jpg,,Vincent Van Gogh,Realism,Realism,,churchyard in the rain 1883(1),,,,,,,train
ACD_000279,wikiart,Naive_Art_Primitivism/joan-miro_the-vegetable-garden-with-donkey.jpg,data/processed/wikiart_subset/images/ACD_000279.jpg,,Joan Miro,Naive Art Primitivism,Naive Art Primitivism; Cubism,,the vegetable garden with donkey,,,,,,,train
ACD_000280,wikiart,Contemporary_Realism/jamie-wyeth_portrait-of-jean-kennedy-smith-1972.jpg,data/processed/wikiart_subset/images/ACD_000280.jpg,,Jamie Wyeth,Contemporary Realism,Contemporary Realism,,portrait of jean kennedy smith 1972,,,,,,,train
ACD_000281,wikiart,New_Realism/yiannis-tsaroychis_winter-1979.jpg,data/processed/wikiart_subset/images/ACD_000281.jpg,,Yiannis Tsaroychis,New Realism,New Realism,,winter 1979,,,,,,,train
ACD_000282,wikiart,Impressionism/john-singer-sargent_the-cashmere-shawl-1910.jpg,data/processed/wikiart_subset/images/ACD_000282.jpg,,John Singer Sargent,Impressionism,Impressionism,,the cashmere shawl 1910,,,,,,,train
ACD_000283,wikiart,Romanticism/alexander-shilov_spring-1992.jpg,data/processed/wikiart_subset/images/ACD_000283.jpg,,Alexander Shilov,Romanticism,Romanticism,,spring 1992,,,,,,,train
ACD_000284,wikiart,Impressionism/pierre-auguste-renoir_fishermen-by-a-lake.jpg,data/processed/wikiart_subset/images/ACD_000284.jpg,,Pierre Auguste Renoir,Impressionism,Impressionism,,fishermen by a lake,,,,,,,train
ACD_000285,wikiart,Cubism/fernand-leger_the-creation-of-the-world-monkey-drawing-of-costume-1923.jpg,data/processed/wikiart_subset/images/ACD_000285.jpg,,Fernand Leger,Cubism,Cubism,,the creation of the world monkey drawing of costume 1923,,,,,,,train
ACD_000286,wikiart,Romanticism/henry-raeburn_john-playfair.jpg,data/processed/wikiart_subset/images/ACD_000286.jpg,,Henry Raeburn,Romanticism,Romanticism,,john playfair,,,,,,,train
ACD_000287,wikiart,New_Realism/edward-hopper_blue-night.jpg,data/processed/wikiart_subset/images/ACD_000287.jpg,,Edward Hopper,New Realism,New Realism,,blue night,,,,,,,train
ACD_000288,wikiart,Symbolism/pablo-picasso_standing-young-nude-1904.jpg,data/processed/wikiart_subset/images/ACD_000288.jpg,,Pablo Picasso,Symbolism,Symbolism,,standing young nude 1904,,,,,,,train
ACD_000289,wikiart,Post_Impressionism/periklis-vyzantios_studio.jpg,data/processed/wikiart_subset/images/ACD_000289.jpg,,Periklis Vyzantios,Post Impressionism,Post Impressionism,,studio,,,,,,,train
ACD_000290,wikiart,New_Realism/john-french-sloan_deep-blue-sea-1916.jpg,data/processed/wikiart_subset/images/ACD_000290.jpg,,John French Sloan,New Realism,New Realism,,deep blue sea 1916,,,,,,,train
ACD_000291,wikiart,Pop_Art/burhan-dogancay_eye-opener-2009.jpg,data/processed/wikiart_subset/images/ACD_000291.jpg,,Burhan Dogancay,Pop Art,Pop Art,,eye opener 2009,,,,,,,train
ACD_000292,wikiart,New_Realism/john-french-sloan_spanish-girl-fur-hat-red-coat-1909.jpg,data/processed/wikiart_subset/images/ACD_000292.jpg,,John French Sloan,New Realism,New Realism,,spanish girl fur hat red coat 1909,,,,,,,train
ACD_000293,wikiart,Rococo/pietro-longhi_the-fortune-teller(1).jpg,data/processed/wikiart_subset/images/ACD_000293.jpg,,Pietro Longhi,Rococo,Rococo,,the fortune teller(1),,,,,,,train
ACD_000294,wikiart,Pointillism/henri-martin_lot-landscape-1890.jpg,data/processed/wikiart_subset/images/ACD_000294.jpg,,Henri Martin,Pointillism,Pointillism,,lot landscape 1890,,,,,,,train
ACD_000295,wikiart,Contemporary_Realism/eric-fischl_the-bed-the-chair-waiting.jpg,data/processed/wikiart_subset/images/ACD_000295.jpg,,Eric Fischl,Contemporary Realism,Contemporary Realism,,the bed the chair waiting,,,,,,,train
ACD_000296,wikiart,Expressionism/henri-matisse_dancer-and-rocaille-armchair-on-a-black-background-1942.jpg,data/processed/wikiart_subset/images/ACD_000296.jpg,,Henri Matisse,Expressionism,Expressionism,,dancer and rocaille armchair on a black background 1942,,,,,,,train
ACD_000297,wikiart,Northern_Renaissance/albrecht-durer_draft-for-a-book-sign-crane.jpg,data/processed/wikiart_subset/images/ACD_000297.jpg,,Albrecht Durer,Northern Renaissance,Northern Renaissance,,draft for a book sign crane,,,,,,,train
ACD_000298,wikiart,Symbolism/nicholas-roerich_mountain-abode-1923.jpg,data/processed/wikiart_subset/images/ACD_000298.jpg,,Nicholas Roerich,Symbolism,Symbolism,,mountain abode 1923,,,,,,,train
ACD_000299,wikiart,Impressionism/konstantin-korovin_autumn-1917.jpg,data/processed/wikiart_subset/images/ACD_000299.jpg,,Konstantin Korovin,Impressionism,Impressionism,,autumn 1917,,,,,,,train
ACD_000300,wikiart,Ukiyo_e/keisai-eisen_goyu-nanahito-of-the-sugata-ebiya-1823.jpg,data/processed/wikiart_subset/images/ACD_000300.jpg,,Keisai Eisen,Ukiyo E,Ukiyo e,,goyu nanahito of the sugata ebiya 1823,,,,,,,train
ACD_000301,wikiart,Romanticism/sir-lawrence-alma-tadema_her-eyes-are-with-her-thoughts-and-they-are-far-away-1897.jpg,data/processed/wikiart_subset/images/ACD_000301.jpg,,Sir Lawrence Alma Tadema,Romanticism,Romanticism,,her eyes are with her thoughts and they are far away 1897,,,,,,,train
ACD_000302,wikiart,Impressionism/konstantin-korovin_north-1901.jpg,data/processed/wikiart_subset/images/ACD_000302.jpg,,Konstantin Korovin,Impressionism,Impressionism,,north 1901,,,,,,,train
ACD_000303,wikiart,Northern_Renaissance/hieronymus-bosch_not_detected_195350.jpg,data/processed/wikiart_subset/images/ACD_000303.jpg,,Hieronymus Bosch,Northern Renaissance,Northern Renaissance,,not_detected_195350,,,,,,,train
ACD_000304,wikiart,Expressionism/princess-fahrelnissa-zeid_portrait-for-iris-clert-1965.jpg,data/processed/wikiart_subset/images/ACD_000304.jpg,,Princess Fahrelnissa Zeid,Expressionism,Expressionism,,portrait for iris clert 1965,,,,,,,train
ACD_000305,wikiart,Cubism/pyotr-konchalovsky_city-1912.jpg,data/processed/wikiart_subset/images/ACD_000305.jpg,,Pyotr Konchalovsky,Cubism,Cubism,,city 1912,,,,,,,train
ACD_000306,wikiart,Fauvism/andre-derain_the-basin-of-london-1906.jpg,data/processed/wikiart_subset/images/ACD_000306.jpg,,Andre Derain,Fauvism,Fauvism,,the basin of london 1906,,,,,,,train
ACD_000307,wikiart,Minimalism/paul-brach_the-negative-way-7-1964.jpg,data/processed/wikiart_subset/images/ACD_000307.jpg,,Paul Brach,Minimalism,Minimalism,,the negative way 7 1964,,,,,,,train
ACD_000308,wikiart,Impressionism/lovis-corinth_the-walchensee-on-the-terrace-1922.jpg,data/processed/wikiart_subset/images/ACD_000308.jpg,,Lovis Corinth,Impressionism,Impressionism; Expressionism,,the walchensee on the terrace 1922,,,,,,,train
ACD_000309,wikiart,Contemporary_Realism/richard-whitney_monadnock-orchard.jpg,data/processed/wikiart_subset/images/ACD_000309.jpg,,Richard Whitney,Contemporary Realism,Contemporary Realism,,monadnock orchard,,,,,,,train
ACD_000310,wikiart,Contemporary_Realism/john-miller_shoreline.jpg,data/processed/wikiart_subset/images/ACD_000310.jpg,,John Miller,Contemporary Realism,Contemporary Realism,,shoreline,,,,,,,train
ACD_000311,wikiart,Pop_Art/walter-battiss_four-excessive-females.jpg,data/processed/wikiart_subset/images/ACD_000311.jpg,,Walter Battiss,Pop Art,Pop Art,,four excessive females,,,,,,,train
ACD_000312,wikiart,Impressionism/theodor-aman_costume-party-in-the-workshop-1885.jpg,data/processed/wikiart_subset/images/ACD_000312.jpg,,Theodor Aman,Impressionism,Impressionism,,costume party in the workshop 1885,,,,,,,train
ACD_000313,wikiart,Rococo/bernardo-bellotto_venice-veduta.jpg,data/processed/wikiart_subset/images/ACD_000313.jpg,,Bernardo Bellotto,Rococo,Rococo,,venice veduta,,,,,,,train
ACD_000314,wikiart,Rococo/canaletto_san-marco-square-venice.jpg,data/processed/wikiart_subset/images/ACD_000314.jpg,,Canaletto,Rococo,Rococo,,san marco square venice,,,,,,,train
ACD_000315,wikiart,Cubism/louis-marcoussis_nature-morte-1926.jpg,data/processed/wikiart_subset/images/ACD_000315.jpg,,Louis Marcoussis,Cubism,Cubism,,nature morte 1926,,,,,,,train
ACD_000316,wikiart,Naive_Art_Primitivism/david-burliuk_tea-time-1946.jpg,data/processed/wikiart_subset/images/ACD_000316.jpg,,David Burliuk,Naive Art Primitivism,Naive Art Primitivism,,tea time 1946,,,,,,,train
ACD_000317,wikiart,Rococo/jean-baptiste-simeon-chardin_the-house-of-cards.jpg,data/processed/wikiart_subset/images/ACD_000317.jpg,,Jean Baptiste Simeon Chardin,Rococo,Rococo,,the house of cards,,,,,,,train
ACD_000318,wikiart,Color_Field_Painting/barnett-newman_onement-i.jpg,data/processed/wikiart_subset/images/ACD_000318.jpg,,Barnett Newman,Color Field Painting,Color Field Painting,,onement i,,,,,,,train
ACD_000319,wikiart,Post_Impressionism/viorel-marginean_unknown-title-1.jpg,data/processed/wikiart_subset/images/ACD_000319.jpg,,Viorel Marginean,Post Impressionism,Post Impressionism,,unknown title 1,,,,,,,train
ACD_000320,wikiart,Pointillism/georges-seurat_suburb-1882.jpg,data/processed/wikiart_subset/images/ACD_000320.jpg,,Georges Seurat,Pointillism,Pointillism,,suburb 1882,,,,,,,train
ACD_000321,wikiart,Cubism/jean-helion_fallen-figure-1939.jpg,data/processed/wikiart_subset/images/ACD_000321.jpg,,Jean Helion,Cubism,Cubism,,fallen figure 1939,,,,,,,train
ACD_000322,wikiart,Synthetic_Cubism/pablo-picasso_cubist-person-1917.jpg,data/processed/wikiart_subset/images/ACD_000322.jpg,,Pablo Picasso,Synthetic Cubism,Synthetic Cubism,,cubist person 1917,,,,,,,train
ACD_000323,wikiart,Analytical_Cubism/juan-gris_portrait-of-germaine-raynal-1912.jpg,data/processed/wikiart_subset/images/ACD_000323.jpg,,Juan Gris,Analytical Cubism,Analytical Cubism,,portrait of germaine raynal 1912,,,,,,,train
ACD_000324,wikiart,Synthetic_Cubism/pablo-picasso_partition-bottle-of-port-guitar-playing-cards-1917.jpg,data/processed/wikiart_subset/images/ACD_000324.jpg,,Pablo Picasso,Synthetic Cubism,Synthetic Cubism,,partition bottle of port guitar playing cards 1917,,,,,,,train
ACD_000325,wikiart,Art_Nouveau_Modern/sergey-solomko_red-cross.jpg,data/processed/wikiart_subset/images/ACD_000325.jpg,,Sergey Solomko,Art Nouveau Modern,Art Nouveau Modern,,red cross,,,,,,,train
ACD_000326,wikiart,Naive_Art_Primitivism/fernand-leger_composition-in-two-birds-landscape-with-birds-1954.jpg,data/processed/wikiart_subset/images/ACD_000326.jpg,,Fernand Leger,Naive Art Primitivism,Naive Art Primitivism,,composition in two birds landscape with birds 1954,,,,,,,train
ACD_000327,wikiart,Baroque/frans-snyders_still-life-with-fruit-basket-and-game.jpg,data/processed/wikiart_subset/images/ACD_000327.jpg,,Frans Snyders,Baroque,Baroque,,still life with fruit basket and game,,,,,,,train
ACD_000328,wikiart,Mannerism_Late_Renaissance/agnolo-bronzino_portrait-of-cosimo-i-de-medici-1545-1.jpg,data/processed/wikiart_subset/images/ACD_000328.jpg,,Agnolo Bronzino,Mannerism Late Renaissance,Mannerism Late Renaissance,,portrait of cosimo i de medici 1545 1,,,,,,,train
ACD_000329,wikiart,Fauvism/henri-matisse_dance-1912.jpg,data/processed/wikiart_subset/images/ACD_000329.jpg,,Henri Matisse,Fauvism,Fauvism; Expressionism,,dance 1912,,,,,,,train
ACD_000330,wikiart,Realism/edgar-degas_achille-de-gas-as-a-naval-cadet-detail-1857.jpg,data/processed/wikiart_subset/images/ACD_000330.jpg,,Edgar Degas,Realism,Realism,,achille de gas as a naval cadet detail 1857,,,,,,,train
ACD_000331,wikiart,Early_Renaissance/benozzo-gozzoli_st-mark-detail-of-the-four-evangelists-1465.jpg,data/processed/wikiart_subset/images/ACD_000331.jpg,,Benozzo Gozzoli,Early Renaissance,Early Renaissance,,st mark detail of the four evangelists 1465,,,,,,,train
ACD_000332,wikiart,Abstract_Expressionism/bradley-walker-tomlin_number-1-1952.jpg,data/processed/wikiart_subset/images/ACD_000332.jpg,,Bradley Walker Tomlin,Abstract Expressionism,Abstract Expressionism,,number 1 1952,,,,,,,train
ACD_000333,wikiart,Action_painting/franz-kline_zinc-yellow-1959.jpg,data/processed/wikiart_subset/images/ACD_000333.jpg,,Franz Kline,Action Painting,Action painting,,zinc yellow 1959,,,,,,,train
ACD_000334,wikiart,Action_painting/jackson-pollock_composition-white-black-blue-and-red-on-white-1948.jpg,data/processed/wikiart_subset/images/ACD_000334.jpg,,Jackson Pollock,Action Painting,Action painting,,composition white black blue and red on white 1948,,,,,,,train
ACD_000335,wikiart,Expressionism/ernst-ludwig-kirchner_resting-couple.jpg,data/processed/wikiart_subset/images/ACD_000335.jpg,,Ernst Ludwig Kirchner,Expressionism,Expressionism,,resting couple,,,,,,,train
ACD_000336,wikiart,Cubism/diego-rivera_portrait-of-oscar-miestchaninoff-1913.jpg,data/processed/wikiart_subset/images/ACD_000336.jpg,,Diego Rivera,Cubism,Cubism,,portrait of oscar miestchaninoff 1913,,,,,,,train
ACD_000337,wikiart,Rococo/dmitry-levitzky_portrait-of-countess-praskovya-vorontsova-as-a-child.jpg,data/processed/wikiart_subset/images/ACD_000337.jpg,,Dmitry Levitzky,Rococo,Rococo,,portrait of countess praskovya vorontsova as a child,,,,,,,train
ACD_000338,wikiart,Pop_Art/andy-warhol_ingrid-bergman-as-herself-1.jpg,data/processed/wikiart_subset/images/ACD_000338.jpg,,Andy Warhol,Pop Art,Pop Art,,ingrid bergman as herself 1,,,,,,,train
ACD_000339,wikiart,Impressionism/alfred-sisley_on-the-banks-of-the-loing-canal-1883.jpg,data/processed/wikiart_subset/images/ACD_000339.jpg,,Alfred Sisley,Impressionism,Impressionism,,on the banks of the loing canal 1883,,,,,,,train
ACD_000340,wikiart,Color_Field_Painting/anne-truitt_untitled-1967.jpg,data/processed/wikiart_subset/images/ACD_000340.jpg,,Anne Truitt,Color Field Painting,Color Field Painting,,untitled 1967,,,,,,,train
ACD_000341,wikiart,Analytical_Cubism/pablo-picasso_portrait-of-ambroise-vollard-1910.jpg,data/processed/wikiart_subset/images/ACD_000341.jpg,,Pablo Picasso,Analytical Cubism,Analytical Cubism,,portrait of ambroise vollard 1910,,,,,,,train
ACD_000342,wikiart,Mannerism_Late_Renaissance/el-greco_st-idelfonso-1.jpg,data/processed/wikiart_subset/images/ACD_000342.jpg,,El Greco,Mannerism Late Renaissance,Mannerism Late Renaissance,,st idelfonso 1,,,,,,,train
ACD_000343,wikiart,Ukiyo_e/utagawa-toyokuni-ii_the-scholar-sugawara-no-michizane.jpg,data/processed/wikiart_subset/images/ACD_000343.jpg,,Utagawa Toyokuni Ii,Ukiyo E,Ukiyo e,,the scholar sugawara no michizane,,,,,,,train
ACD_000344,wikiart,Realism/vasily-perov_portrait-of-the-poet-apollon-maikov-1872.jpg,data/processed/wikiart_subset/images/ACD_000344.jpg,,Vasily Perov,Realism,Realism,,portrait of the poet apollon maikov 1872,,,,,,,train
ACD_000345,wikiart,Expressionism/august-macke_red-house-in-park.jpg,data/processed/wikiart_subset/images/ACD_000345.jpg,,August Macke,Expressionism,Expressionism,,red house in park,,,,,,,train
ACD_000346,wikiart,Analytical_Cubism/pablo-picasso_nude-figure.jpg,data/processed/wikiart_subset/images/ACD_000346.jpg,,Pablo Picasso,Analytical Cubism,Analytical Cubism,,nude figure,,,,,,,train
ACD_000347,wikiart,Minimalism/jim-lambie_rsvpmfa.jpg,data/processed/wikiart_subset/images/ACD_000347.jpg,,Jim Lambie,Minimalism,Minimalism,,rsvpmfa,,,,,,,train
ACD_000348,wikiart,Romanticism/viktor-vasnetsov_spring-1882.jpg,data/processed/wikiart_subset/images/ACD_000348.jpg,,Viktor Vasnetsov,Romanticism,Romanticism,,spring 1882,,,,,,,train
ACD_000349,wikiart,High_Renaissance/raphael_the-parnassus-from-the-stanza-delle-segnatura-detail-1511-2.jpg,data/processed/wikiart_subset/images/ACD_000349.jpg,,Raphael,High Renaissance,High Renaissance,,the parnassus from the stanza delle segnatura detail 1511 2,,,,,,,train
ACD_000350,wikiart,Naive_Art_Primitivism/marc-chagall_noah-lets-go-the-dove-through-the-window-of-the-ark-genesis-viii-6-9.jpg,data/processed/wikiart_subset/images/ACD_000350.jpg,,Marc Chagall,Naive Art Primitivism,Naive Art Primitivism,,noah lets go the dove through the window of the ark genesis viii 6 9,,,,,,,train
ACD_000351,wikiart,Minimalism/sol-lewitt_vertical-lines-not-touching-1970.jpg,data/processed/wikiart_subset/images/ACD_000351.jpg,,Sol Lewitt,Minimalism,Minimalism,,vertical lines not touching 1970,,,,,,,train
ACD_000352,wikiart,Rococo/jean-honore-fragonard_high-priest-coresus-sacrificing-himself-to-save-callirhoe-scene-from-description-of-greece-by-1765.jpg,data/processed/wikiart_subset/images/ACD_000352.jpg,,Jean Honore Fragonard,Rococo,Rococo,,high priest coresus sacrificing himself to save callirhoe scene from description of greece by 1765,,,,,,,train
ACD_000353,wikiart,Abstract_Expressionism/sam-francis_coral-trails-1986.jpg,data/processed/wikiart_subset/images/ACD_000353.jpg,,Sam Francis,Abstract Expressionism,Abstract Expressionism,,coral trails 1986,,,,,,,train
